Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
NAGAL CHAUDHRY_HARYANA,33,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGALAPURAM_ANDHRA PRADESH,16,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGAMALAIPUDUKOTTAI_TAMIL NADU,22,5,2206.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGAMANGALA_KARNATAKA,16,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAGAMANGLA TALUK,MANDYA DISTRICT_KARNATAKA",41,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAGAON , NORTH HAIBOURGAON_ASSAM",84,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAGAON TOWN,NAGAON,ASSAM._ASSAM",43,1,545.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGAON_ASSAM,1,46,27286.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGAPATTINAM_TAMIL NADU,1,19,12949.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGARAM_ANDHRA PRADESH,46,2,898.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGARI_ANDHRA PRADESH,3,8,3627.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGARKURNOOL_TELANGANA,33,5,2957.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGAUR_RAJASTHAN,25,18,10892.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGBHID_MAHARASHTRA,71,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGDA_MADHYA PRADESH,21,5,4144.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGERCOIL -  2_TAMIL NADU,55,1,461.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAGERCOIL, KANYAKUMARI DIST.,_TAMIL NADU",29,1,435.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAGERCOIL-4, 629004_TAMIL NADU",53,1,728.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGERCOIL_TAMIL NADU,1,67,37785.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGINA_UTTAR PRADESH,65,2,1334.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGIREDDIPALLE_ANDHRA PRADESH,65,2,885.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGLA_UTTARAKHAND,22,1,671.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGOD_MADHYA PRADESH,65,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGOJANAHALLI_TAMIL NADU,44,2,1371.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGOTHANA_MAHARASHTRA,9,4,1527.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGOTHANE_MAHARASHTRA,46,2,1245.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGPUR CITY_MAHARASHTRA,24,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGPUR._MAHARASHTRA,74,1,376.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGPUR_MAHARASHTRA,1,628,406495.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGRI KALAN_JHARKHAND,53,1,441.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAGROTA BAGWAN_HIMACHAL PRADESH,15,3,1858.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAGROTA_JAMMU & KASHMIR,2,6,4305.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAHAN_HIMACHAL PRADESH,4,19,15009.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAHARKATIYA_ASSAM,41,2,1246.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAHARLAGUN_ARUNACHAL PRADESH,2,22,18203.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAHARLGUN NIRJULI_ARUNACHAL PRADESH,59,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAHARLUGUN MODEL ARUNACHAL PRADESH_ARUNACHAL PRADESH,49,2,602.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAI BAZAR ,BHADOHI_UTTAR PRADESH",49,1,387.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAI BAZAR_UTTAR PRADESH,38,1,517.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAI LEDRI_CHHATTISGARH,65,1,852.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAIDUPET-NELLORE DISTRICT_ANDHRA PRADESH,10,2,1751.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAIDUPETA_ANDHRA PRADESH,71,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAIGAON EAST_MAHARASHTRA,2,5,2353.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAIGOAN EAST_MAHARASHTRA,68,2,981.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAIHATI_WEST BENGAL,6,10,6255.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAINI INDUSTRIAL AREA_UTTAR PRADESH,75,1,699.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NAINI, ALLAHABAD_UTTAR PRADESH",23,1,1477.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAINITAL_UTTARAKHAND,11,18,14923.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAJAFGARH_DELHI,42,4,3600.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAJIBABAD_UTTAR PRADESH,19,9,7825.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAKKAPALLE_ANDHRA PRADESH,67,1,1213.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAKODAR_PUNJAB,7,14,8916.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAKREKAL_TELANGANA,64,2,1233.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NALA ROAD, PATNA_BIHAR",46,1,666.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALAGARH_HIMACHAL PRADESH,17,4,3198.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALANDA_BIHAR,53,1,725.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALASOPARA EAST_MAHARASHTRA,18,5,2217.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALASOPARA WEST_MAHARASHTRA,36,2,1710.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NALASOPARA,PALGHAR_MAHARASHTRA",78,1,339.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALASOPARA_MAHARASHTRA,18,1,852.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALASORAPRA (E)_MAHARASHTRA,22,1,988.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALBARI_ASSAM,1,11,7790.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALGONDA_TELANGANA,1,33,21094.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALIKUL_WEST BENGAL,42,1,471.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALIYA_GUJARAT,40,1,495.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALLA-SOPARA_MAHARASHTRA,34,1,345.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALLAMPATTI_TAMIL NADU,78,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NALLAPADU, GUNTUR_ANDHRA PRADESH",70,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALLASOPARA (EAST)_MAHARASHTRA,86,1,589.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALLASOPARA EAST_MAHARASHTRA,22,3,2369.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALLASOPARA WEST_MAHARASHTRA,33,8,4158.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALLASOPARA(WEST)_MAHARASHTRA,65,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NALLASOPARA_MAHARASHTRA,18,6,3461.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALLASOPRA EAST MUMBI_MAHARASHTRA,7,3,1331.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALLUR KANNIYAKUMARI DISTRICT_TAMIL NADU,9,8,5497.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NALLUR TIRUNELVELI DISTRICT_TAMIL NADU,50,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAMAGIRIPETTAI_TAMIL NADU,43,3,2111.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAMAKKAL_TAMIL NADU,5,23,14314.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAMBOL_MANIPUR,24,3,2394.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAMCHI BAZAAR_SIKKIM,56,2,1295.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAMCHI SOUTH SIKKIM_SIKKIM,31,1,771.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAMCHI_SIKKIM,1,19,15850.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NAMLI, TEHSIL-RATLAM, DIST. RATLAM_MADHYA PRADESH",37,1,1369.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NAMSAI_ARUNACHAL PRADESH,32,7,3928.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NANA KAPAYA, MUNDRA_GUJARAT",69,1,329.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANAUTA_UTTAR PRADESH,7,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDAPUR_ODISHA,44,1,475.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDA_MAHARASHTRA,75,1,654.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDED MAHARASHTRA_MAHARASHTRA,73,1,1112.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDED WAGHALA_MAHARASHTRA,3,41,26389.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDED_MAHARASHTRA,14,20,12450.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDGAONPETH MIDC_MAHARASHTRA,89,1,646.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDGAON_MAHARASHTRA,18,1,435.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDHALURU_ANDHRA PRADESH,39,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDIGAMA_ANDHRA PRADESH,3,4,2347.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDIGRAM_WEST BENGAL,80,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDIKOTKUR KURNOOL_ANDHRA PRADESH,20,4,1556.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDIKOTKUR_ANDHRA PRADESH,4,1,899.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NANDIVARAM GUDUVANCHERI,_TAMIL NADU",46,1,824.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDIVARAM GUDUVANCHERI_TAMIL NADU,2,42,26846.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDIVARAM GUDUVANCHER_TAMIL NADU,40,1,635.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDI_KARNATAKA,68,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDURA_MAHARASHTRA,61,1,744.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDURBAR DISTRICT_MAHARASHTRA,65,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDURBAR_MAHARASHTRA,12,10,6820.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANDYALA DISTRICT_ANDHRA PRADESH,33,1,1133.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANDYAL_ANDHRA PRADESH,1,24,15918.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANGAL_PUNJAB,5,5,3592.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NANGANALLUR, CHENNAI_TAMIL NADU",13,2,2153.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANGAVALLI_TAMIL NADU,50,1,475.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANGLOI_NEW DELHI,58,1,518.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NANI DAMAN,DAMAN_DADRA AND NAGAR",15,1,1399.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANI DAMAN_DADRA AND NAGAR,47,2,710.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NANJANGUD_KARNATAKA,64,3,3101.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANJIKOTTAI_TAMIL NADU,14,3,2113.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANMANDA_KERALA,9,3,1262.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NANNAMBRA,( PO)_KERALA",83,1,744.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"NANNILAM, TIRUVARUR_TAMIL NADU",9,2,1222.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANNILAM_TAMIL NADU,17,3,2287.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NANPARA_UTTAR PRADESH,28,3,2050.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NAOBAICHA_ASSAM,39,2,933.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARANAPURA_KARNATAKA,72,1,517.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARASANNAPETA_ANDHRA PRADESH,8,3,1652.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARASAPUR_ANDHRA PRADESH,4,11,8101.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARASARAOPET GUNTUR DISTRICT_ANDHRA PRADESH,60,1,612.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARASARAOPET_ANDHRA PRADESH,7,28,17230.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARASAROPET_ANDHRA PRADESH,42,1,791.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARASIMHANAICKENPALAYAM_TAMIL NADU,1,16,8299.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARASIMHARAJAPURA_KARNATAKA,12,4,2273.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARASINGAPURAM VELLORE DISTRICT_TAMIL NADU,32,4,2064.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARAYANGAON_MAHARASHTRA,5,5,2778.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARAYANKHED_TELANGANA,24,1,573.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARAYANPET_TELANGANA,9,5,3282.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARELA DELHI_DELHI,70,1,631.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARELA_DELHI,66,1,463.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARENDRAPURAM_ANDHRA PRADESH,77,1,597.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARGUND_KARNATAKA,43,1,382.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARHARPUR_CHHATTISGARH,10,1,1258.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARIKKUNI_KERALA,17,2,1620.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARIKOMBU_KARNATAKA,62,2,316.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARKATIAGANJ_BIHAR,9,5,1966.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARKATIA_BIHAR,89,1,379.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARLA_ODISHA,83,1,549.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARNAUL_HARYANA,7,10,8938.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARNAUND_HARYANA,61,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARPALA_ANDHRA PRADESH,45,2,700.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARPATGANJ_BIHAR,23,1,533.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARSAMPET_TELANGANA,41,6,3812.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NARSAPUR , MEDAK DISTRICT_TELANGANA",10,2,1580.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARSAPUR_TELANGANA,60,1,342.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARSIMHAPUR_MADHYA PRADESH,33,2,1304.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARSINGARH_MADHYA PRADESH,57,1,859.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARSINGHPUR_MADHYA PRADESH,12,4,3317.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NARSIPATNAM_ANDHRA PRADESH,24,5,3367.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"NARWANA, JIND_HARYANA",56,1,999.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NARWANA_HARYANA,2,2,1198.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NASHIK 422003_MAHARASHTRA,49,2,828.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NASHIK ROAD_MAHARASHTRA,29,1,399.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NASHIK. GST NO. 27ALXPD3261A1Z9_MAHARASHTRA,4,3,1132.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NASHIK_MAHARASHTRA,1,328,219315.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NASIK_MAHARASHTRA,2,9,5024.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NASIRABAD_RAJASTHAN,8,2,1410.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
NASIYANUR_TAMIL NADU,42,1,631.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NASPUR_TELANGANA,24,1,824.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
NASVADI CHHOTAUDEPUR_GUJARAT,12,1,1442.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
NATCHIARKOIL_TAMIL NADU,17,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
